公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,地 区,省 份,城 市,所属行业,公司网址
001896,豫能控股,河南豫能控股股份有限公司,"HENAN YUNENG HOLDINGS CO., LTD",河南省郑州高新技术产业开发区合欢街6号,1896,*ST豫能,1/22/1998,"430,000,000","429,992,500",华中,河南,郑州市,D 水电煤气,www.yuneng.com.cn
002001,新 和 成,浙江新和成股份有限公司,Zhejiang NHU Company Ltd.,浙江省新昌县羽林街道江北路4号,2001,新 和 成,6/25/2004,"372,280,000","338,476,754",华东,浙江,绍兴市,C4 石化塑胶,www.cnhu.com
002002,江苏琼花,江苏琼花高科技股份有限公司,"Jiangsu Qionghua High-Tech Co., Ltd.",江苏省扬州市邗江区杭集镇曙光路,2002,ST琼花,6/25/2004,"166,894,000","122,907,578",华东,江苏,扬州市,C4 石化塑胶,www.chinaqionghua.com
002003,伟星股份,浙江伟星实业发展股份有限公司,"Zhejiang Weixing Industrial Development Co., Ltd.",浙江省临海市花园工业区,2003,伟星股份,6/25/2004,"204,663,100","131,936,786",华东,浙江,台州市,C9 其他制造业,www.weixing.cn
002004,华邦制药,重庆华邦制药股份有限公司,"Chongqing Huapont Pharm. Co., Ltd.",重庆市渝北区人和星光大道69 号,2004,华邦制药,6/25/2004,"132,000,000","98,936,110",西南,重庆,重庆市,C8 医药生物,www.huapont.com.cn
002005,德豪润达,广东德豪润达电气股份有限公司,"Elec-Tech International Co., Ltd.",广东省珠海市香洲区唐家湾镇金凤路1号,2005,德豪润达,6/25/2004,"323,200,000","307,176,025",华南,广东,珠海市,C7 机械设备,www.gddhrd.com
002006,精功科技,浙江精功科技股份有限公司,ZHEJIANG JINGGONG SCIENCE & TECHNOLOGY Co.，LTD,浙江省绍兴县柯桥镇柯西工业区,2006,精功科技,6/25/2004,"144,000,000","83,280,075",华东,浙江,绍兴市,C7 机械设备,www.jgtec.com.cn
002007,华兰生物,华兰生物工程股份有限公司,Hualan Biological Engineering Inc.,河南省新乡市华兰大道甲1号,2007,华兰生物,6/25/2004,"360,128,000","360,104,517",华中,河南,新乡市,C8 医药生物,www.hualanbio.com
002008,大族激光,深圳市大族激光科技股份有限公司,"Han""s Laser Technology Co., Ltd.",广东省深圳市南山区高新技术园北区新西路9号,2008,大族激光,6/25/2004,"696,264,400","615,380,446",华南,广东,深圳市,C5 电子,www.hanslaser.com
002009,天奇股份,江苏天奇物流系统工程股份有限公司,"Jiangsu Miracle Logistics System Engineering Co., Ltd.",江苏省无锡市惠山区洛社镇洛藕路288号,2009,天奇股份,6/29/2004,"221,010,822","152,879,320",华东,江苏,无锡市,C7 机械设备,www.chinaconveyor.com
002010,传化股份,浙江传化股份有限公司,"Zhejiang Transfar Co.,Ltd.",浙江省杭州市萧山经济技术开发区,2010,传化股份,6/29/2004,"202,800,000","150,226,547",华东,浙江,杭州市,C4 石化塑胶,www.tf-chem.com
002011,盾安环境,浙江盾安人工环境股份有限公司,"ZHEJIANG DUN""AN ARTIFICIAL ENVIRONMENTAL EQUIPMENT Co., LTD.",浙江省诸暨市店口工业区,2011,盾安环境,7/5/2004,"372,363,730","104,422,482",华东,浙江,绍兴市,C7 机械设备,www.dunan.net
002012,凯恩股份,浙江凯恩特种材料股份有限公司,"Zhejiang Kan Specialities Material Co., Ltd.",浙江省遂昌县妙高镇凯恩路1008号,2012,凯恩股份,7/5/2004,"194,789,298","194,789,298",华东,浙江,丽水市,C3 造纸印刷,www.zjkan.com
002013,中航精机,湖北中航精机科技股份有限公司,"Hubei Aviation Precision Machinery Technology Co.,Ltd.",湖北省襄樊市高新区追日路8号,2013,中航精机,7/5/2004,"167,076,000","116,828,101",华中,湖北,襄樊市,C7 机械设备,www.hapm.cn
002014,永新股份,黄山永新股份有限公司,"HUANGSHAN NOVEL Co., Ltd.",安徽省黄山市徽州区徽州东路188 号,2014,永新股份,7/8/2004,"139,200,000","138,619,295",华东,安徽,黄山市,C4 石化塑胶,www.novel.com.cn
002015,霞客环保,江苏霞客环保色纺股份有限公司,"XIAKE COLOR SPINNING Co., Ltd.",江苏省江阴市徐霞客镇马镇东街7号,2015,霞客环保,7/8/2004,"201,088,000","145,925,977",华东,江苏,无锡市,C1 纺织服装,www.xiakehb.com
002016,世荣兆业,广东世荣兆业股份有限公司,"Guangdong Shirongzhaoye Co.,Ltd",广东省珠海市斗门区井岸镇珠峰大道288号1区17号楼,2016,世荣兆业,7/8/2004,"461,496,880","115,755,873",华南,广东,珠海市,J 房地产业,www.gdsrzy.com
002017,东信和平,东信和平智能卡股份有限公司,"EastcomPeace Smart Card Co., Ltd.",广东省珠海市南屏科技工业园屏工中路8号,2017,东信和平,7/13/2004,"198,562,504","196,640,769",华南,广东,珠海市,C9 其他制造业,www.eastcompeace.com
002018,华星化工,安徽华星化工股份有限公司,"AN HUI HUAXING CHEMICAL INDUSTRY Co., Ltd.",安徽省巢湖市和县乌江镇,2018,华星化工,7/13/2004,"244,881,000","206,387,195",华东,安徽,巢湖市,C4 石化塑胶,www.huaxingchem.com
002019,鑫富药业,浙江杭州鑫富药业股份有限公司,"ZHEJIANG HANGZHOU XINFU PHARMACEUTICAL Co., Ltd.",浙江省临安市玲珑经济开发区,2019,鑫富药业,7/13/2004,"220,420,000","143,340,315",华东,浙江,杭州市,C4 石化塑胶,www.xinfubiochem.com
002020,京新药业,浙江京新药业股份有限公司,"ZHEJIANG JINGXIN PHARMACEUTICAL Co., Ltd.",浙江省新昌县羽林街道新昌大道东路800号,2020,京新药业,7/15/2004,"101,550,000","76,758,888",华东,浙江,绍兴市,C8 医药生物,www.jingxinpharm.com
002021,中捷股份,中捷缝纫机股份有限公司,"ZoJe Sewing Machine Co., Ltd.",浙江省玉环县珠港镇陈屿北山村,2021,中捷股份,7/15/2004,"436,780,800","436,780,800",华东,浙江,台州市,C7 机械设备,www.zoje.com
002022,科华生物,上海科华生物工程股份有限公司,"SHANGHAI KEHUA BIO-ENGINEERING CO.,LTD.",上海市钦州北路1189号,2022,科华生物,7/21/2004,"410,231,250","364,007,395",华东,上海,上海市,C8 医药生物,www.skhb.com
002023,海特高新,四川海特高新技术股份有限公司,"Sichuan Haite High-tech Co.,Ltd.",四川省成都市高新区高朋大道21号,2023,海特高新,7/21/2004,"210,839,561","178,849,894",西南,四川,成都市,F 运输仓储,www.schtgx.com
002024,苏宁电器,苏宁电器股份有限公司,"Suning Appliance Co.,Ltd.",江苏省南京市山西路8 号金山大厦1-5 层,2024,苏宁电器,7/21/2004,"6,996,211,866","4,713,854,580",华东,江苏,南京市,H 批发零售,www.cnsuning.com
002025,航天电器,贵州航天电器股份有限公司,"Guizhou Space Appliance Co., Ltd.",贵州省贵阳市小河区红河路7号,2025,航天电器,7/26/2004,"330,000,000","192,339,361",西南,贵州,贵阳市,C5 电子,www.gzhtdq.com.cn
002026,山东威达,山东威达机械股份有限公司,"SHANDONG WEIDA MACHINERY Co., Ltd.",山东省文登市蔄山镇中韩路2号,2026,山东威达,7/27/2004,"135,000,000","91,968,750",华东,山东,威海市,C6 金属非金属,www.weidaPEACOCK.com
002027,七喜控股,七喜控股股份有限公司,"HEDY HOLDING CO., LTD.",广东省广州高新技术产业开发区科学城科学大道162号B3区第三层301单元,2027,七喜控股,8/4/2004,"302,335,116","192,561,352",华南,广东,广州市,G 信息技术,www.hedy.com.cn
002028,思源电气,思源电气股份有限公司,"Siyuan Electric Co., Ltd.",上海市闵行区金都路4399号,2028,思源电气,8/5/2004,"439,680,000","297,070,402",华东,上海,上海市,C7 机械设备,www.syec.com.cn
002029,七 匹 狼,福建七匹狼实业股份有限公司,"FUJIAN SEPTWOLVES INDUSTRY CO., LTD.",福建省晋江市金井镇南工业区,2029,七 匹 狼,8/6/2004,"282,900,000","282,892,395",华东,福建,泉州市,C1 纺织服装,www.spetwolves.com
002030,达安基因,中山大学达安基因股份有限公司,"DA AN GENE Co., Ltd. OF SUN YAT-SEN UNIVERSITY",广东省广州市高新技术开发区香山路19号,2030,达安基因,8/9/2004,"240,768,000","230,621,448",华南,广东,广州市,C8 医药生物,www.daangene.com
002031,巨轮股份,广东巨轮模具股份有限公司,GUANGDONG GREATOO MOLDS INC.,广东省揭东经济开发试验区5号路中段,2031,巨轮股份,8/16/2004,"265,274,356","124,477,856",华南,广东,揭阳市,C7 机械设备,www.greatoo.com
002032,苏 泊 尔,浙江苏泊尔股份有限公司,"ZHE JIANG SUPOR Co., Ltd.",浙江省玉环县大麦屿经济开发区,2032,苏 泊 尔,8/17/2004,"444,040,000","106,446,815",华东,浙江,台州市,C6 金属非金属,www.supor.com.cn
002033,丽江旅游,丽江玉龙旅游股份有限公司,"LiJiang YuLong Tourism Co.,Ltd.",丽江市古城区香格里大道转台东侧丽江玉龙旅游大楼,2033,丽江旅游,8/25/2004,"116,323,048","71,893,829",西南,云南,丽江地区,K 社会服务,www.yulongtour.com
002034,美 欣 达,浙江美欣达印染集团股份有限公司,"ZHEJIANG MIZUDA PRINTING & DYEING GROUP Co., Ltd.",浙江省湖州市凤凰路888 号,2034,美 欣 达,8/26/2004,"81,120,000","59,067,935",华东,浙江,湖州市,C1 纺织服装,www.mizuda.com
002035,华帝股份,中山华帝燃具股份有限公司,"ZHONGSHAN VATTI GAS APPLIANCE STOCK Co., Ltd.",广东省中山市小榄镇工业大道南华园路1号,2035,华帝股份,9/1/2004,"171,771,600","171,771,600",华南,广东,中山市,C6 金属非金属,www.vatti.com.cn
002036,宜科科技,宁波宜科科技实业股份有限公司,"NingBo YAK Technology Industrial Co.,Ltd.",浙江省宁波市鄞州区雅源南路501号,2036,宜科科技,9/3/2004,"202,248,900","190,421,029",华东,浙江,宁波市,C1 纺织服装,www.yakgroup.com
002037,久联发展,贵州久联民爆器材发展股份有限公司,"GUIZHOU JIULIAN INDUSTRIAL EXPLOSIVE MATERIAL DEVELOPMENT Co., Ltd.",贵州省贵阳市高新技术开发区新天园区,2037,久联发展,9/8/2004,"133,100,000","133,100,000",西南,贵州,贵阳市,C4 石化塑胶,www.gzjiulian.com
002038,双鹭药业,北京双鹭药业股份有限公司,"BeiJing SL Pharmaceutical Co., Ltd.",北京市海淀区西三环北路100号金玉大厦1103-1105室,2038,双鹭药业,9/9/2004,"251,496,000","206,331,708",华北,北京,北京市,C8 医药生物,www.slpharm.com.cn
002039,黔源电力,贵州黔源电力股份有限公司,"GuiZhou QianYuan Power Co., Ltd.",贵州省贵阳市新华路126号,2039,黔源电力,3/3/2005,"140,256,000","123,388,156",西南,贵州,贵阳市,D 水电煤气,www.gzqydl.cn
002040,南 京 港,南京港股份有限公司,"NANJING PORT Co., Ltd.",江苏省南京市和燕路251 号金港大厦A 座1904 室,2040,南 京 港,3/25/2005,"245,872,000","120,477,280",华东,江苏,南京市,F 运输仓储,www.NJ－PORT.COM
002041,登海种业,山东登海种业股份有限公司,"Shandong Denghai Seeds Co., Ltd.",山东省莱州市城山路农科院南邻,2041,登海种业,4/18/2005,"176,000,000","163,545,035",华东,山东,烟台市,A 农林牧渔,www.denghai.com
002042,华孚色纺,华孚色纺股份有限公司,"HUAFU TOP DYED MELANGE YARN CO., LTD",安徽省淮北市濉溪路庆相桥,2042,华孚色纺,4/27/2005,"235,111,000","74,420,480",华东,安徽,淮北市,C1 纺织服装,www.e-huafu.com
002043,兔 宝 宝,德华兔宝宝装饰新材股份有限公司,"DEHUA TB NEW DECORATION MATERIAL Co.,Ltd.",浙江省德清县洛舍镇工业区,2043,兔 宝 宝,5/10/2005,"183,000,000","176,672,640",华东,浙江,湖州市,C2 木材家具,www.dhwooden.com
002044,江苏三友,江苏三友集团股份有限公司,"JIANGSU SANYOU GROUP CO.,LTD.",江苏省南通市人民东路218 号,2044,江苏三友,5/18/2005,"162,500,000","117,975,000",华东,江苏,南通市,C1 纺织服装,www.sanyougroup.com
002045,广州国光,国光电器股份有限公司,"GUOGUANG ELECTRIC Co.,Ltd.",广东省广州市花都区新华街镜湖大道8号,2045,广州国光,5/23/2005,"256,056,000","204,486,343",华南,广东,广州市,C5 电子,www.ggec.com.cn
002046,轴研科技,洛阳轴研科技股份有限公司,"LUOYANG BEARING SCIENCE & TECHNOLOGY Co.,Ltd.",河南省洛阳市高新技术开发区丰华路6号,2046,轴研科技,5/26/2005,"108,090,000","64,350,000",华中,河南,洛阳市,C7 机械设备,www.zys.com.cn
002047,成霖股份,深圳成霖洁具股份有限公司,Shenzhen Globe Union Industrial Corp.,深圳市福永街道办,2047,成霖股份,5/31/2005,"453,664,827","453,664,827",华南,广东,深圳市,C6 金属非金属,www.szcl.com.cn
002048,宁波华翔,宁波华翔电子股份有限公司,"Ningbo Huaxiang Electronic Co.,Ltd.",浙江省象山县西周镇象西开发区,2048,宁波华翔,6/3/2005,"567,140,000","423,130,643",华东,浙江,宁波市,C7 机械设备,www.nbhx.com.cn/chinese/
002049,晶源电子,唐山晶源裕丰电子股份有限公司,"Tangshan Jingyuan Yufeng Electronics Co., Ltd.",河北省玉田县无终西街3129号,2049,晶源电子,6/6/2005,"135,000,000","83,632,364",华北,河北,唐山市,C5 电子,www.jingyuan.com
002050,三花股份,浙江三花股份有限公司,"ZHEJIANG SANHUA Co., Ltd.",浙江省新昌县七星街道下礼泉,2050,三花股份,6/7/2005,"264,000,000","68,760,714",华东,浙江,绍兴市,C7 机械设备,www.zjshc.com
002051,中工国际,中工国际工程股份有限公司,"CHINA CAMC ENGINEERING CO., LTD.",北京市海淀区丹棱街3号,2051,中工国际,6/19/2006,"190,000,000","189,802,499",华北,北京,北京市,K 社会服务,www.camce.com.cn
002052,同洲电子,深圳市同洲电子股份有限公司,"SHENZHEN COSHIP ELECTRONICS CO.,LTD.",深圳市南山区高新科技园北区彩虹科技大厦六楼,2052,同洲电子,6/27/2006,"341,479,847","211,938,854",华南,广东,深圳市,G 信息技术,www.coship.com
002053,云南盐化,云南盐化股份有限公司,"YUNNAN SALT &CHEMICAL INDUSTRY CO., LTD",云南省昆明市拓东路石家巷10号,2053,云南盐化,6/27/2006,"185,851,103","185,851,103",西南,云南,昆明市,C0 食品饮料,www.ynyh .com
002054,德美化工,广东德美精细化工股份有限公司,"DYMATIC CHEMICALS,INC.",广东省佛山市顺德高新区科技产业园朝桂南路,2054,德美化工,7/25/2006,"220,691,120","160,908,515",华南,广东,佛山市,C4 石化塑胶,www.dymatic.com
002055,得润电子,深圳市得润电子股份有限公司,"ZHENZHEN DEREN ELECTRONIC CO.,LTD.",广东省深圳市宝安区西乡镇铁岗村蚝业工业区,2055,得润电子,7/25/2006,"134,297,852","131,211,858",华南,广东,深圳市,C5 电子,www.deren.com.cn
002056,横店东磁,横店集团东磁股份有限公司,"Hengdian Group DMEGC Magnetics Co., Ltd.",浙江省东阳市横店工业区,2056,横店东磁,8/2/2006,"410,900,000","410,896,850",华东,浙江,金华市,C5 电子,www.chinadmegc.com
002057,中钢天源,中钢集团安徽天源科技股份有限公司,"Sinosteel Anhui Tianyuan Technology Co.,Ltd.",安徽省马鞍山市经济技术开发区红旗南路51号,2057,中钢天源,8/2/2006,"84,000,000","84,000,000",华东,安徽,马鞍山市,C4 石化塑胶,www.ty-magnet.com
002058,威 尔 泰,上海威尔泰工业自动化股份有限公司,"SHANGHAI WELLTECH AUTOMATION CO.,LTD.",上海市宜山路1618号B座,2058,威 尔 泰,8/2/2006,"62,368,840","60,919,783",华东,上海,上海市,C7 机械设备,www.welltech.com.cn
002059,世博股份,昆明世博园股份有限公司,"KUNMING HORTI-EXPO GARDEN CO.,LTD.",云南省昆明市世博路10号,2059,世博股份,8/10/2006,"215,000,000","80,560,000",西南,云南,昆明市,K 社会服务,www.expo99km.com
002060,粤 水 电,广东水电二局股份有限公司,"Guangdong No.2 Hydropower Engineering Company,Ltd",广东省广州经济技术开发区科学城彩频路11号A栋601,2060,粤 水 电,8/10/2006,"332,400,000","205,884,000",华南,广东,广州市,E 建筑业,www.gdsdej.com
002061,江山化工,浙江江山化工股份有限公司,"Zhejiang Jiangshan Chemical Co.,Ltd.",浙江省江山市景星东路38号,2061,江山化工,8/16/2006,"139,980,000","88,980,000",华东,浙江,衢州市,C4 石化塑胶,www.jiangshanchem.com
002062,宏润建设,宏润建设集团股份有限公司,"HONGRUN CONSTRUCTION GROUP CO.,LTD.",浙江省象山县丹城镇建设东路262号,2062,宏润建设,8/16/2006,"300,000,000","97,510,453",华东,浙江,宁波市,E 建筑业,www.chinahongrun.com
002063,远光软件,远光软件股份有限公司,YGSOFT INC.,广东省珠海市港湾大道科技一路3号,2063,远光软件,8/23/2006,"197,676,000","189,027,314",华南,广东,珠海市,G 信息技术,www.ygsoft.com
002064,华峰氨纶,浙江华峰氨纶股份有限公司,Zhejiang Huafeng Spandex Co.，Ltd.,浙江省瑞安市莘塍工业园区,2064,华峰氨纶,8/23/2006,"369,200,000","325,332,750",华东,浙江,温州市,C4 石化塑胶,www.spandex.com.cn
002065,东华软件,东华软件股份公司,DHC SOFTWARE CO.，LTD,北京市海淀区知春路128 号泛亚大厦301 室,2065,东华软件,8/23/2006,"425,985,090","333,112,080",华北,北京,北京市,G 信息技术,www.dhcc.com.cn
002066,瑞泰科技,瑞泰科技股份有限公司,"Ruitai Materials Technology Co., Ltd.",北京市朝阳区酒仙桥路乙21号,2066,瑞泰科技,8/23/2006,"115,500,000","89,460,570",华北,北京,北京市,C6 金属非金属,www.bjruitai.com
002067,景兴纸业,浙江景兴纸业股份有限公司,"Zhejiang Jingxing Paper Jiont Stock Co.,Ltd.",浙江省平湖市曹桥镇,2067,景兴纸业,9/15/2006,"392,000,000","329,037,500",华东,浙江,嘉兴市,C3 造纸印刷,www.zjjxjt.com
002068,黑猫股份,江西黑猫炭黑股份有限公司,"JIANGXI BLACK CAT CARBON BLACK CO., LTD.",江西省景德镇市历尧,2068,黑猫股份,9/15/2006,"249,912,000","249,907,732",华东,江西,景德镇市,C4 石化塑胶,www.kmzh .com
002069,獐 子 岛,大连獐子岛渔业集团股份有限公司,"DaLian Zhangzidao Fishery Group Co., Ltd.",辽宁省大连市中山区人民路人寿大厦17层,2069,獐 子 岛,9/28/2006,"452,400,000","426,865,238",东北,辽宁,大连市,A 农林牧渔,www.zhangzidao.com
002070,众和股份,福建众和股份有限公司,"ZHONGHE CO.,LTD.",福建省莆田市秀屿区西许工业区5-8号,2070,众和股份,10/12/2006,"227,448,000","141,826,938",华东,福建,莆田市,C1 纺织服装,www.zhonghe.com
002071,江苏宏宝,江苏宏宝五金股份有限公司,"Jiangsu Hongbao Hardware Co.,Ltd",江苏省张家港市大新镇128号,2071,江苏宏宝,10/12/2006,"122,680,000","120,107,518",华东,江苏,苏州市,C6 金属非金属,www.hongbao.com
002072,德棉股份,山东德棉股份有限公司,SHANDONG DEMIAN INCORPORATED COMPANY,山东省德州市顺河西路18号,2072,*ST德棉,10/18/2006,"176,000,000","176,000,000",华东,山东,德州市,C1 纺织服装,www.textiledm.com
002073,软控股份,软控股份有限公司,"MESNAC CO.,LTD",山东省青岛市保税区纽约路2号,2073,软控股份,10/18/2006,"494,910,000","281,464,032",华东,山东,青岛市,C7 机械设备,www.mesnac.com
002074,东源电器,江苏东源电器集团股份有限公司,"Jiangsu Dongyuan Electrical Group Co.,Ltd.",江苏省通州市十总镇东源大道1 号,2074,东源电器,10/18/2006,"140,760,000","119,553,834",华东,江苏,南通市,C7 机械设备,www.jsdydq.com
002075,高新张铜,高新张铜股份有限公司,"GAOXIN ZHANGTONG CO.,LTD.",江苏省张家港市杨舍工业新区,2075,*ST张铜,10/25/2006,"396,000,000","217,990,019",华东,江苏,苏州市,C6 金属非金属,www.zhangtong.com、www.chinacopper.com
002076,雪 莱 特,广东雪莱特光电科技股份有限公司,"CNLIGHT CO., LTD.",广东省佛山市南海区狮山工业科技工业园A区,2076,雪 莱 特,10/25/2006,"184,270,676","105,310,283",华南,广东,佛山市,C5 电子,www.cnlight.com
002077,大港股份,江苏大港股份有限公司,"JIANGSU DAGANG CO.,LTD．",江苏省镇江市镇江新区大港港中路8号,2077,大港股份,11/16/2006,"252,000,000","106,794,380",华东,江苏,镇江市,M 综合类,www.dggf.cn
002078,太阳纸业,山东太阳纸业股份有限公司,"SHAN DONG SUN PAPER INDUSTRY JOINT STOCK CO., LTD.",山东省兖州市西关大街66号,2078,太阳纸业,11/16/2006,"502,405,197","502,402,797",华东,山东,济宁市,C3 造纸印刷,www.sunpapergroup.com
002079,苏州固锝,苏州固锝电子股份有限公司,"SUZHOU GOODARK ELECTRONICS CO., LTD.",江苏省苏州市通安开发区通锡路31号,2079,苏州固锝,11/16/2006,"276,000,000","275,962,500",华东,江苏,苏州市,C5 电子,www.goodark.com
002080,中材科技,中材科技股份有限公司,"Sinoma Science & Technology Co.,Ltd.",江苏南京江宁科学园彤天路99号,2080,中材科技,11/20/2006,"150,000,000","150,000,000",华东,江苏,南京市,C6 金属非金属,www.sinomatech.com
002081,金 螳 螂,苏州金螳螂建筑装饰股份有限公司,"Suzhou Gold Mantis Construction Decoration Co., Ltd.",江苏省苏州工业园区民营工业区内,2081,金 螳 螂,11/20/2006,"319,194,000","284,250,000",华东,江苏,苏州市,E 建筑业,www.goldmantis.com
002082,栋梁新材,浙江栋梁新材股份有限公司,"Zhe Jiang Dongliang New building Materials Co., Ltd",浙江省湖州市八里店镇工业园区,2082,栋梁新材,11/20/2006,"238,000,000","122,226,000",华东,浙江,湖州市,C6 金属非金属,www.dongliang.com.cn
002083,孚日股份,孚日集团股份有限公司,"SUNVIM GROUP CO., LTD",山东省潍坊高密市孚日街1号,2083,孚日股份,11/24/2006,"938,482,978","348,115,200",华东,山东,潍坊市,C1 纺织服装,www.sunvim.com
002084,海鸥卫浴,广州海鸥卫浴用品股份有限公司,"GuangZhou Seagull Kitchen And Bath Products Co.,Ltd",广州市番禺区沙头街禺山西路363号,2084,海鸥卫浴,11/24/2006,"233,043,971","233,043,971",华南,广东,广州市,C6 金属非金属,www.seagullgroup.cn
002085,万丰奥威,浙江万丰奥威汽轮股份有限公司,"ZHEJIANG WANFENG AUTO WHEEL CO., LTD.",浙江省新昌县城关镇新昌工业区（后溪）,2085,万丰奥威,11/28/2006,"284,350,000","113,491,398",华东,浙江,绍兴市,C7 机械设备,www.wfaw.com.cn
002086,东方海洋,山东东方海洋科技股份有限公司,"Shandong Oriental Ocean Sci-Tech Co., Ltd",山东省烟台市莱山区澳柯玛大街18号,2086,东方海洋,11/28/2006,"243,850,000","231,282,825",华东,山东,烟台市,A 农林牧渔,www.yt-fishery.com
002087,新野纺织,河南新野纺织股份有限公司,"HENNAN XINYE TEXTLE CO.,LTD.",河南省新野县城关镇书院路15号,2087,新野纺织,11/30/2006,"281,256,000","149,137,131",华中,河南,南阳市,C1 纺织服装,www.xinye-tex.com
002088,鲁阳股份,山东鲁阳股份有限公司,"SHANDONG LU YANG SHARE CO., LTD.",山东省淄博市沂源县沂河路11号,2088,鲁阳股份,11/30/2006,"233,978,689","199,713,713",华东,山东,淄博市,C6 金属非金属,www.luyangwool.com
002089,新 海 宜,苏州新海宜通信科技股份有限公司,SUZHOU NEW SEA UNION TELECOM TECHNOLOGY CO.， LTD.,江苏省苏州工业园区泾茂路168号,2089,新 海 宜,11/30/2006,"214,099,200","149,012,570",华东,江苏,苏州市,G 信息技术,www.nsu.com.cn
002090,金智科技,江苏金智科技股份有限公司,"Wiscom System Co., Ltd.",江苏省南京江宁经济技术开发区胜太路88号,2090,金智科技,12/8/2006,"102,000,000","89,909,214",华东,江苏,南京市,G 信息技术,www.wiscom.com.cn
002091,江苏国泰,江苏国泰国际集团国贸股份有限公司,"JIANGSU GUOTAI INTERNATIONAL GROUP GUOMAO CO., LTD",张家港市人民中路65号国泰时代广场A座11-24楼,2091,江苏国泰,12/8/2006,"300,000,000","234,918,563",华东,江苏,苏州市,H 批发零售,www.gtiggm.com
002092,中泰化学,新疆中泰化学股份有限公司,"XINJIANG ZHONGTAI CHEMICAL CO.,LTD.",新疆乌鲁木齐西山路78号,2092,中泰化学,12/8/2006,"769,560,000","427,787,375",西北,新疆,乌鲁木齐市,C4 石化塑胶,www.zthx.com
002093,国脉科技,国脉科技股份有限公司,"Guomai Technologies, Inc",福建省福州市马尾区江滨东大道116号,2093,国脉科技,12/15/2006,"400,500,000","276,105,897",华东,福建,福州市,G 信息技术,www.guomaitech.com
002094,青岛金王,青岛金王应用化学股份有限公司,"Qingdao Kingking Applied Chemistry Co.,Ltd.",山东省青岛即墨市青岛环保产业园,2094,青岛金王,12/15/2006,"214,611,080","214,611,080",华东,山东,青岛市,C9 其他制造业,www.chinakingking.com
002095,生 意 宝,浙江网盛生意宝股份有限公司,"Zhejiang NetSun Co.,Ltd.",浙江省杭州市莫干山路187号易盛大厦12F,2095,生 意 宝,12/15/2006,"135,000,000","133,601,135",华东,浙江,杭州市,G 信息技术,www.chinanetsun.com
002096,南岭民爆,湖南南岭民用爆破器材股份有限公司,"Hunan Nanling Industry Explosive Material Co.,LTD",湖南省双牌县泷泊镇双北路6号,2096,南岭民爆,12/22/2006,"132,200,100","131,930,100",华中,湖南,永州市,C4 石化塑胶,www.hnnlmb.com
002097,山河智能,湖南山河智能机械股份有限公司,"HUNAN SUNWARD INTELLIGENT MACHINERY CO.,LTD.",湖南省长沙市经济技术开发区漓湘路2号,2097,山河智能,12/22/2006,"274,300,000","196,605,959",华中,湖南,长沙市,C7 机械设备,www.sunward.com.cn
002098,浔兴股份,福建浔兴拉链科技股份有限公司,"FUJIAN SBS ZIPPER SCIENCE&TECHNOLOGY CO.,LTD.",福建省晋江市深沪乌漏沟东工业区,2098,浔兴股份,12/22/2006,"155,000,000","155,000,000",华东,福建,泉州市,C9 其他制造业,www.sbszipper.com.cn
002099,海翔药业,浙江海翔药业股份有限公司,"Zhejiang Hisoar Pharmaceutical Co.,Ltd.",浙江省台州市椒江区外沙支路100 号,2099,海翔药业,12/26/2006,"160,500,000","123,442,177",华东,浙江,台州市,C8 医药生物,www.hisoar.com
002100,天康生物,新疆天康畜牧生物技术股份有限公司,"XINJIANG TECON ANIMAL HUSBANDRY BIO-TECHNOLOGY Co,. LTD.",新疆乌鲁木齐市北京南路370 号银通大厦十五楼,2100,天康生物,12/26/2006,"174,413,000","149,759,800",西北,新疆,乌鲁木齐市,C0 食品饮料,www.tcsw.com.cn
002101,广东鸿图,广东鸿图科技股份有限公司,"Guangdong Hongtu Technology(holdings)Co.,Ltd.",广东省高要市金渡世纪大道168号,2101,广东鸿图,12/29/2006,"67,000,000","67,000,000",华南,广东,肇庆市,C7 机械设备,www.ght-china.com
002102,冠福家用,福建冠福现代家用股份有限公司,"Fujian Guanfu Modern Household Wares Co,. Ltd",福建省泉州市德化县浔中镇土坂村,2102,冠福家用,12/29/2006,"170,509,737","84,369,428",华东,福建,泉州市,C6 金属非金属,www.guanfu.com
002103,广博股份,浙江广博集团股份有限公司,"Zhejiang Guangbo Group Co., Ltd.",浙江省宁波市鄞州区石碶街道车何,2103,广博股份,1/10/2007,"218,431,000","166,726,016",华东,浙江,宁波市,C3 造纸印刷,www.guangbo.net
002104,恒宝股份,恒宝股份有限公司,"HENGBAO CO.,LTD.",江苏省丹阳市横塘工业区,2104,恒宝股份,1/10/2007,"293,760,000","183,863,095",华东,江苏,镇江市,C9 其他制造业,www.hengbao.com
002105,信隆实业,深圳信隆实业股份有限公司,HL CORP.(SHENZHEN),广东省深圳市宝安区龙华镇第四工业区,2105,信隆实业,1/12/2007,"268,000,000","268,000,000",华南,广东,深圳市,C3 造纸印刷,www.hlcorp.com.cn
